Picarro Gas: time (epoch),Picarro Gas: CavityPressure,Picarro Gas: OutletValve,Picarro Gas: CO,Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: H2O,Picarro Water: time (epoch),Picarro Water: CavityPressure,Picarro Water: OutletValve,Picarro Water: H2O,Picarro Water: Delta_18,Picarro Water: Delta_D,Picarro Water: ValcoPosition,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Abakus Particle Counter: Bins,Abakus Particle Counter: Counts/Bin,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1743698248.8058357,39.975,22893.709,0.061,66.299,0.374,0.027,1743698248.8989143,50.003,25740.516,35671.882,-24.594,-246.76,6.0,1743698248.800288,nan,-2.6,1743698248.7192118,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743698248.9385724,3581.2799999999997,15.594799999999994,1743698249.7221327,nan,nan,nan,nan,1743698224.7728288,nan
1743698248.8058357,39.975,22893.709,0.061,66.299,0.374,0.027,1743698248.8989143,50.003,25740.516,35671.882,-24.594,-246.76,6.0,1743698248.800288,nan,-2.6,1743698248.7192118,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743698248.9385724,3581.2799999999997,15.594799999999994,1743698249.7221327,nan,nan,nan,nan,1743698224.7728288,nan
1743698249.8035703,39.987,22880.545,0.061,66.299,0.374,0.03,1743698249.770365,50.001,25739.815,35672.695,-24.731,-246.426,6.0,1743698249.7960176,nan,-2.6,1743698249.7221327,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743698249.9363976,nan,18.064,1743698250.7191355,nan,nan,nan,nan,1743698224.7728288,nan
1743698251.8342936,39.998,22877.117,0.068,65.742,0.374,0.027,1743698251.8010795,49.998,25739.375,35668.01,-24.582,-247.091,6.0,1743698251.827276,nan,-2.6,1743698251.7502615,626,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[337, 90, 43, 26, 21, 13, 20, 16, 11, 8, 3, 9, 4, 3, 1, 2, 4, 2, 4, 1, 0, 2, 0, 0, 2, 0, 1, 1, 0, 0, 1, 1]",1743698251.9679658,3371.6800000000007,16.07946666666667,1743698252.7299893,nan,nan,nan,nan,1743698224.7728288,nan
1743698251.8342936,39.998,22877.117,0.068,65.742,0.374,0.027,1743698251.8010795,49.998,25739.375,35668.01,-24.582,-247.091,6.0,1743698251.827276,nan,-2.6,1743698251.7502615,626,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[337, 90, 43, 26, 21, 13, 20, 16, 11, 8, 3, 9, 4, 3, 1, 2, 4, 2, 4, 1, 0, 2, 0, 0, 2, 0, 1, 1, 0, 0, 1, 1]",1743698251.9679658,3371.6800000000007,16.07946666666667,1743698252.7299893,nan,nan,nan,nan,1743698224.7728288,nan
1743698253.8047352,39.978,22853.93,0.055,66.611,0.375,0.023,1743698253.8047352,50.001,25742.997,35648.64,-25.088,-246.495,6.0,1743698253.8323846,nan,-2.7,1743698253.744403,690,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[377, 94, 49, 28, 23, 14, 22, 16, 13, 8, 3, 9, 5, 3, 1, 4, 4, 2, 4, 1, 1, 2, 0, 0, 2, 0, 1, 2, 0, 0, 1, 1]",1743698253.9661973,3164.8266666666677,21.854266666666675,1743698254.7513106,nan,nan,nan,nan,1743698224.7728288,nan
1743698254.8419662,39.978,22853.93,0.055,66.611,0.375,0.023,1743698254.8147283,50.002,25743.796,35651.038,-24.883,-246.756,6.0,1743698254.8303814,nan,-2.7,1743698254.7513106,718,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[390, 97, 49, 30, 23, 14, 24, 16, 14, 9, 3, 9, 5, 4, 1, 4, 5, 2, 5, 3, 1, 3, 0, 0, 2, 0, 1, 2, 0, 0, 1, 1]",1743698254.9709287,3430.9066666666668,15.66026666666667,1743698255.7260597,nan,nan,nan,nan,1743698224.7728288,nan
1743698255.8403037,39.991,22850.457,0.061,64.509,0.374,0.023,1743698255.7864685,50.0,25744.498,35658.014,-24.921,-246.603,6.0,1743698255.8071406,nan,-2.8,1743698255.7260597,749,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[409, 100, 52, 30, 25, 15, 24, 17, 14, 9, 3, 10, 5, 4, 1, 4, 5, 2, 5, 3, 1, 3, 0, 0, 2, 0, 1, 2, 0, 1, 1, 1]",1743698255.9484894,3706.279999999999,16.9532,1743698256.7517018,nan,nan,nan,nan,1743698224.7728288,nan
1743698255.8403037,39.991,22850.457,0.061,64.509,0.374,0.023,1743698255.7864685,50.0,25744.498,35658.014,-24.921,-246.603,6.0,1743698255.8071406,nan,-2.8,1743698255.7260597,749,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[409, 100, 52, 30, 25, 15, 24, 17, 14, 9, 3, 10, 5, 4, 1, 4, 5, 2, 5, 3, 1, 3, 0, 0, 2, 0, 1, 2, 0, 1, 1, 1]",1743698255.9484894,3706.279999999999,16.9532,1743698256.7517018,nan,nan,nan,nan,1743698224.7728288,nan
